代码,类型,名称,现价,涨跌,涨跌幅,溢折率,成交额,换手率,5日涨跌幅,年初至今,基金份额,估算规模,规模变化,管理公司,年初至今份额变动,年初至今份额变动率,IOPV,跟踪指数代码,跟踪指数名称,市盈率,市净率,上市地
562390.SH,主,中药50ETF,0.98,0,0,0.0007,1422717,0.0249,0.0082,-0.019,58429000,57295477.4,-3580661.6,银华基金,-1000000,-1.682680173,0.9793,930641.CSI,中证中药,25.6606,2.4002,上海证券交易所
516760.SH,主,养殖ETF,0.64,0,0,-0.0012,1386946,0.0109,0.0207,0.0579,199215100,127278527.4,-1719859.69,平安基金,-38000000,-16.01921631,0.6408,930707.CSI,中证畜牧,17.0602,2.4547,上海证券交易所
159958.SZ,宽,创业板ETF工银,1.229,-0.004,-0.0032,-0.0005,1369681,0.0032,0.014,-0.0421,351911448,434258726.8,3254091.417,工银瑞信基金,17500000,5.233074437,1.2296,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
159510.SZ,策,沪深300价值ETF,1.115,0.003,0.0027,0.0002,1368571,0.0107,0,-0.0009,115128342,128275998.7,-23025.6684,华夏基金,-40000000,-25.78510122,1.1148,931586.CSI,300价值稳健,11.3916,1.3054,深圳证券交易所
159535.SZ,宽,中证2000ETF指数,1.16,0,0,-0.0009,1355502,0.0585,0.0061,0.1111,19981088,23214028.04,139867.616,嘉实基金,-9000000,-31.05473473,1.161,932000.CSI,中证2000,138.5133,2.458,深圳证券交易所
517990.SH,行,医药ETF沪港深,0.839,0.001,0.0012,-0.001,1294390,0.0369,0.0194,0.1493,41987900,35253040.84,-310710.46,招商基金,-16000000,-27.59196315,0.8398,h30463.CSI,沪港深500医药,22.0679,2.5501,上海证券交易所
562970.SH,主,光伏ETF易方达,0.73,-0.002,-0.0027,0.0001,1293128,0.0098,0.0014,-0.1412,180448000,131835308.8,1376612.8,易方达基金,27000000,17.59553725,0.7299,931151.CSI,光伏产业,,1.6922,上海证券交易所
588680.SH,宽,科创100增强ETF,1.442,0.001,0.0007,-0.0003,1287701,0.0339,0.0227,0.1372,26361000,37949295.6,635300.1,广发基金,-24000000,-47.65592423,1.4425,000698.SH,科创100,285.854,4.4102,上海证券交易所
159391.SZ,风,大盘价值ETF,1.061,0.003,0.0028,-0.0003,1283133,0.0548,0.0086,0,22076398,23389943.68,-52983.3552,博时基金,,,1.0613,399373.SZ,大盘价值,8.4656,0.8769,深圳证券交易所
517550.SH,主,消费ETF沪港深,0.786,-0.006,-0.0076,-0.0029,1277866,0.0254,-0.0126,0.0694,63917400,50852683.44,409071.36,招商基金,-13500000,-17.43794031,0.7883,931663.CSI,SHS消费龙头,9.2881,1.6357,上海证券交易所
515860.SH,策,科技ETF基金,1.163,-0.005,-0.0043,-0.0008,1268665,0.0071,0.0265,-0.0034,152878900,178455540,4523823.69,嘉实基金,-15000000,-8.935012083,1.1639,931165.CSI,新兴科技100,29.4969,4.4592,上海证券交易所
560030.SH,风,800价值ETF,1.196,0,0,-0.0003,1251397,0.0389,0.0059,-0.0075,26432000,31573024,-47577.6,汇添富基金,-7000000,-20.93802345,1.1963,h30356.CSI,中证800价值,9.1919,0.9368,上海证券交易所
561000.SH,宽,沪深300ETF增强基金,1.103,-0.001,-0.0009,-0.0005,1249610,0.0099,0.0009,0.0101,114920000,126860188,80444,华安基金,-42500000,-26.99784017,1.1036,000300.SH,沪深300,12.6549,1.3137,上海证券交易所
562700.SH,主,汽车零部件ETF,1.126,-0.011,-0.0097,0.0008,1238543,0.03,-0.0276,0.0563,36750000,41781075,393225,华夏基金,11000000,42.7184466,1.1251,931230.CSI,汽车零部件,25.4601,2.5805,上海证券交易所
159676.SZ,宽,创业板增强ETF富国,0.897,0,0,-0.0002,1230532,0.0056,0.0136,-0.0044,246564183,221883108.3,909549.5947,富国基金,-56000000,-18.50846966,0.8972,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
159872.SZ,主,智能网联汽车ETF,0.896,-0.007,-0.0078,-0.001,1230179,0.0253,-0.0208,0.0067,54299732,48983788.24,-51011.9564,鹏华基金,-3000000,-5.235626582,0.8969,930725.CSI,CS车联网,29.676,3.0016,深圳证券交易所
159618.SZ,主,光伏ETF指数基金,0.515,0,0,0.0006,1230118,0.0194,-0.0019,-0.1474,123131407,63424987.75,-704858.3418,华安基金,14000000,12.82857097,0.5147,931151.CSI,光伏产业,,1.6922,深圳证券交易所
515760.SH,主,浙江国资ETF,1.293,0.003,0.0023,-0.0014,1230088,0.0068,0.0149,0.0884,140888100,181802004.2,7175869.98,华夏基金,-39500000,-21.89723158,1.2948,931372.CSI,浙江国资,11.5934,1.0953,上海证券交易所
516190.SH,主,文娱传媒ETF,1.004,-0.008,-0.0079,0.0008,1229144,0.0745,0.0121,0.0415,16418500,16566266.5,183887.2,华夏基金,-19200000,-53.90457206,1.0032,h30365.CSI,文娱传媒,44.3615,2.57,上海证券交易所
563090.SH,宽,上证50增强ETF易方达,1.04,0.003,0.0029,-0.0035,1199464,0.0222,0.0029,-0.0095,51848000,54103388,150359.2,易方达基金,-21000000,-28.82714694,1.0437,000016.SH,上证50,10.9377,1.2004,上海证券交易所
516180.SH,主,光伏ETF基金,0.533,-0.002,-0.0037,-0.0009,1197559,0.0204,-0.0037,-0.1499,109987000,58733058,285966.2,平安基金,5000000,4.762494404,0.5335,931151.CSI,光伏产业,,1.6922,上海证券交易所
159752.SZ,主,新能源龙头ETF,0.439,0,0,0.0011,1190769,0.0041,0,-0.0892,654958917,287919939.9,523967.1336,申万菱信基金,-12000000,-1.79921127,0.4385,000941.CSI,新能源,19.9096,2.2588,深圳证券交易所
515530.SH,宽,中证500ETF泰康,3.092,0.002,0.0006,-0.0004,1189554,0.014,0.0108,0.0085,27442700,84929667.96,488480.06,泰康基金,-3200000,-10.442944,3.0933,000905.SH,中证500,29.8503,1.8045,上海证券交易所
159661.SZ,宽,中证A100指数ETF,1.134,0,0,0.0002,1174117,0.0403,0.0018,-0.0035,25708213,29132546.97,61699.7112,嘉实基金,-18000000,-41.18219155,1.1338,000903.SH,中证A100,15.0367,1.5605,深圳证券交易所
159679.SZ,宽,中证1000增强ETF,1.017,0,0,-0.0017,1168462,0.0112,0.0089,0.0605,102889156,105070406.1,689357.3452,国泰基金,-84000000,-44.94642803,1.0187,000852.SH,中证1000,40.9,2.0938,深圳证券交易所
510950.SH,宽,上证50ETF指数,1.118,0,0,-0.0004,1168208,0.0152,0.0009,0.0081,68700000,76827210,54960,广发基金,-30750000,-30.92006033,1.1184,000016.SH,上证50,10.9377,1.2004,上海证券交易所
159515.SZ,策,国企红利ETF,1.098,0.003,0.0027,-0.0009,1159442,0.024,0.0064,-0.0144,43886631,48130468.22,-289651.7646,鹏扬基金,-13800000,-23.92235386,1.099,000824.CSI,中证国企红利,7.5537,0.7659,深圳证券交易所
159720.SZ,主,智能车ETF泰康,0.631,-0.002,-0.0032,0.0002,1142832,0.0216,-0.0079,-0.011,83812357,53220846.7,368774.3708,泰康基金,-13000000,-13.42803791,0.6309,h11052.CSI,智能电车,29.378,3.0736,深圳证券交易所
562920.SH,主,信息安全ETF,0.916,-0.002,-0.0022,0.0011,1139514,0.0203,0.0122,0.0133,61069000,55890348.8,-600554.5,易方达基金,-14000000,-18.64950912,0.915,399994.SZ,信息安全,92.5124,3.3949,上海证券交易所
588350.SH,宽,双创50ETF基金,0.833,-0.001,-0.0012,0.001,1134773,0.0008,0.0134,-0.0534,1720546000,1438548511,16931296.8,鹏扬基金,-92000000,-5.07573325,0.8322,931643.CSI,科创创业50,37.7891,4.2874,上海证券交易所
159885.SZ,主,碳中和ETF基金,0.56,-0.001,-0.0018,0.0013,1127419,0.0046,-0.0071,-0.082,436467316,244508990.4,386013.0736,鹏华基金,-41000000,-8.586975197,0.5593,000977.CSI,内地低碳,29.1751,2.2454,深圳证券交易所
561330.SH,主,矿业ETF,1.035,0.011,0.0107,-0.0016,1120142,0.0139,0.0278,0.1093,77696100,79591884.84,-380710.89,国泰基金,20000000,34.66438806,1.0367,931892.CSI,有色矿业,19.9253,2.193,上海证券交易所
560070.SH,策,央企红利ETF基金,1.024,0.003,0.0029,-0.0004,1104681,0.0031,-0.001,-0.034,348262300,355610634.5,-1706485.27,汇添富基金,-4600000,-1.303624672,1.0244,932039.CSI,央企股东回报,11.836,1.1591,上海证券交易所
510650.SH,主,金融地产ETF,2.845,-0.005,-0.0018,-0.0007,1083036,0.0263,0.0186,0.0525,14452500,41185289.25,33240.75,华夏基金,-3000000,-17.1895144,2.8471,000038.SH,上证金融,7.5447,0.7869,上海证券交易所
512160.SH,宽,MSCI中国A股ETF,1.196,0,0,-0.0017,1080018,0.0038,0.0017,-0.0066,235777800,282391071.1,919533.42,南方基金,-28000000,-10.61499489,1.198,716567.CSI,MSCI中国A股国际通实时(人民币),,,上海证券交易所
560020.SH,策,红利ETF汇添富,1.072,-0.001,-0.0009,-0.0009,1068327,0.0152,0.0037,-0.0192,65562000,70302132.6,-399928.2,汇添富基金,5000000,8.256002114,1.073,000922.CSI,中证红利,7.5794,0.7646,上海证券交易所
159558.SZ,主,半导体设备ETF易方达,1.184,0,0,-0.0023,1066706,0.0023,0.0051,0.0137,389854641,462094706,4405357.443,易方达基金,-146000000,-27.24619492,1.1867,931743.CSI,半导体材料设备,63.9893,4.1384,深圳证券交易所
516320.SH,主,高端装备ETF,0.706,0.001,0.0014,0.0011,1061290,0.0145,-0.0042,-0.0624,103589300,73071892.22,165742.88,华夏基金,-11000000,-9.599500128,0.7052,h11054.CSI,装备产业,33.1834,2.2179,上海证券交易所
159778.SZ,主,工业互联ETF,0.83,0,0,-0.0001,1028349,0.02,0.0073,0.0147,62005382,51501670.29,793668.8896,鹏华基金,-3000000,-4.615002493,0.8301,931495.CSI,工业互联,30.7243,3.739,深圳证券交易所
562910.SH,主,高端制造ETF,0.61,0,0,0.0033,1026467,0.0109,-0.0033,-0.0601,154227300,93816466.59,807495.49,易方达基金,-17000000,-9.928323346,0.608,h11054.CSI,装备产业,33.1834,2.2179,上海证券交易所
516460.SH,策,现金流ETF800,1.027,0.005,0.0049,-0.0007,1024479,0.0325,-0.0048,0,30693000,31435770.6,-3180417.6,鹏华基金,,,1.0277,932368.CSI,800现金流,10.9819,1.4881,上海证券交易所
561950.SH,宽,500指数增强ETF,1.078,0.001,0.0009,-0.0001,1021270,0.0129,0.0113,0.0436,73656000,79452727.2,714463.2,招商基金,6000000,8.868393047,1.0781,000905.SH,中证500,29.8503,1.8045,上海证券交易所
515200.SH,主,创新100ETF,1.58,0,0,-0.0015,1013576,0.0064,0.0135,0.0388,100943200,159803179.9,1271884.32,申万菱信基金,-10000000,-9.013621385,1.5824,931159.CSI,创新100,33.1339,3.8623,上海证券交易所
159729.SZ,主,互联网ETF,0.843,-0.003,-0.0035,-0.0039,1007795,0.0123,0.0048,0.124,97360633,82805218.37,1606450.445,汇添富基金,-28800000,-22.82804019,0.8463,930625.CSI,SHS互联网,27.3067,3.6971,深圳证券交易所
563200.SH,宽,中证2000ETF富国,1.179,-0.004,-0.0034,-0.0017,1002118,0.0437,0.006,0.1326,19458800,23031435.68,182912.72,富国基金,-16000000,-45.12279039,1.181,932000.CSI,中证2000,138.5133,2.458,上海证券交易所
517770.SH,主,游戏传媒ETF,1.005,0.007,0.007,0.0036,995022,0.0343,0.0213,0.1093,28947800,28988326.92,442901.34,浦银安盛基金,-9000000,-23.71678991,1.0014,931580.CSI,SHS游戏传媒,26.2887,3.7276,上海证券交易所
159335.SZ,主,央企科创ETF,1.175,0.008,0.0069,0.0003,991829,0.0031,0.0095,-0.0143,271683689,317897084.5,1409337.454,融通基金,-109800000,-28.78235772,1.1746,932052.CSI,央企科技创新,24.0898,2.0423,深圳证券交易所
159991.SZ,宽,创大盘ETF,0.448,-0.001,-0.0022,0.0013,985226,0.0074,0.0182,-0.0448,298663172,134159496.9,762043.2524,招商基金,-123200000,-29.20378174,0.4474,399293.SZ,创业大盘,30.6282,4.2658,深圳证券交易所
517000.SH,宽,沪港深500ETF,0.874,-0.001,-0.0011,-0.0014,977919,0.0027,0.0081,0.0803,417793000,366153785.2,2005406.4,银华基金,-70000000,-14.35034943,0.8752,h30455.CSI,沪港深500,7.2754,0.7443,上海证券交易所
159877.SZ,主,医疗ETF南方,0.568,-0.003,-0.0053,-0.0011,964103,0.0116,0.0071,-0.0053,145792292,83495245.63,-233267.6672,南方基金,1000000,0.690644499,0.5686,h30178.CSI,医疗保健,38.5505,3.0924,深圳证券交易所
159336.SZ,策,央企红利50ETF,1.011,0.001,0.001,-0.0009,951324,0.0038,-0.0039,0,249905090,252304178.9,-1299506.468,融通基金,,,1.0119,931132.CSI,诚通央企红利,12.574,1.1983,深圳证券交易所
563210.SH,行,专精特新ETF,1.006,0.003,0.003,-0.0023,950944,0.0295,0.0121,0,32067000,32304295.8,4817240.1,富国基金,,,1.0083,HSCSSE.HI,恒生A股专精特新企业,,,上海证券交易所
510040.SH,宽,上证180ETF指数,0.995,0.002,0.002,-0.0006,940074,0.0087,0.004,0,108480000,107883360,173568,鹏华基金,,,0.9956,000010.SH,上证180,11.1484,1.1624,上海证券交易所
159332.SZ,策,央企红利ETF,1.111,0.002,0.0018,-0.0009,907486,0.0097,0.0036,-0.0121,84521477,93658248.66,-211303.6925,富国基金,-47000000,-35.73560841,1.112,000825.CSI,中证央企红利,8.5586,0.8752,深圳证券交易所
561200.SH,宽,中证A100ETF工银,1.173,0.002,0.0017,0.0009,906589,0.0246,0.0026,-0.0059,31470500,36870837.8,81823.3,工银瑞信基金,-10000000,-24.11352648,1.1719,000903.SH,中证A100,15.0367,1.5605,上海证券交易所
588960.SH,主,科创板新能源ETF,0.918,0.01,0.011,-0.0003,904632,0.0303,0.0177,0,32579800,29608522.24,81449.5,富国基金,,,0.9183,000692.SH,科创新能,,1.6878,上海证券交易所
512650.SH,主,长三角ETF,0.985,-0.001,-0.001,-0.0017,902332,0.0024,0.0092,-0.001,376941600,372267524.2,1394683.92,汇添富基金,-18000000,-4.557635863,0.9867,931141.CSI,CS长三角,15.4458,1.4016,上海证券交易所
159678.SZ,宽,中证500增强ETF,1.054,-0.002,-0.0019,-0.0016,899339,0.0167,0.0184,0.0425,51143694,54058884.56,-1238051.62,博时基金,-34500000,-40.28317602,1.0557,000905.SH,中证500,29.8503,1.8045,深圳证券交易所
159219.SZ,宽,深证100ETF融通,1.005,-0.004,-0.004,-0.0006,896886,0.0201,0.002,0,44388018,44747560.95,204184.8828,融通基金,,,1.0056,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
159657.SZ,主,生物疫苗ETF,0.637,-0.01,-0.0155,-0.0005,892619,0.0077,0.0127,-0.0062,182514819,118014082,-54754.4457,鹏华基金,-23000000,-11.19140708,0.6373,980015.CNI,疫苗生科,49.5216,3.622,深圳证券交易所
159533.SZ,宽,中证2000ETF基金,1.381,0,0,-0.0009,879668,0.0475,0.014,0.1413,13458785,18598694.99,191114.747,博时基金,-3000000,-18.22734789,1.3823,932000.CSI,中证2000,138.5133,2.458,深圳证券交易所
159627.SZ,宽,A100ETF,1.052,0.001,0.001,-0.0002,875802,0.0224,0.0019,-0.0075,37116776,39028289.96,85368.5848,华夏基金,-6000000,-13.91569722,1.0522,000903.SH,中证A100,15.0367,1.5605,深圳证券交易所
159620.SZ,策,500成长ETF,0.951,-0.002,-0.0021,-0.0014,875203,0.0286,0.0042,0.0416,32140934,30684949.69,134991.9228,华夏基金,-7000000,-17.88409035,0.9523,931590.CSI,500成长创新,20.1831,2.3662,深圳证券交易所
517200.SH,主,互联网ETF,0.719,-0.001,-0.0014,0.0014,873604,0.0076,0.0113,0.1217,160782000,116470480.8,2299182.6,嘉实基金,-39000000,-19.52127819,0.718,930625.CSI,SHS互联网,27.3067,3.6971,上海证券交易所
159944.SZ,行,材料ETF,0.941,0.008,0.0086,-0.0011,871350,0.0362,0.0173,0.0409,25608342,23897704.75,-51216.684,广发基金,-2000000,-7.244187282,0.942,000987.SH,全指材料,23.6413,1.5787,深圳证券交易所
561800.SH,主,稀有金属ETF基金,0.544,0.001,0.0018,-0.0022,842713,0.0094,0.0284,0.0421,164077200,89028288.72,-57349.64,华富基金,5500000,3.468342233,0.5452,930632.CSI,CS稀金属,37.2376,2.1871,上海证券交易所
510060.SH,主,央企ETF,2.509,0.005,0.002,-0.0024,830103,0.0064,0.0064,-0.0176,51959200,130318869.5,233816.4,工银瑞信基金,-10000000,-16.13965319,2.515,000042.SH,上证央企,9.5256,0.9901,上海证券交易所
159670.SZ,主,消费ETF基金,0.959,-0.001,-0.001,-0.0009,808107,0.0141,-0.0174,-0.0072,59706921,57378351.08,-2168827.684,国联安基金,-54000000,-47.49051291,0.9599,931139.CSI,CS消费50,18.7243,3.7889,深圳证券交易所
159935.SZ,宽,中证500ETF景顺,1.804,-0.004,-0.0022,-0.0001,804272,0.0137,0.0089,0.0078,32572956,58781156.4,-1475585.031,景顺长城基金,-3000000,-8.433372813,1.8041,000905.SH,中证500,29.8503,1.8045,深圳证券交易所
159827.SZ,主,农业50ETF,0.765,0.005,0.0066,-0.0018,793075,0.0079,0.0324,0.0759,131716463,100157198.5,-1901761.582,银华基金,-8000000,-5.725882139,0.7664,000949.CSI,中证农业,19.1161,2.3177,深圳证券交易所
510390.SH,宽,沪深300ETF平安,4.234,0.005,0.0012,0.0006,790987,0.0014,0.0062,-0.0073,135650000,574097930,1424325,平安基金,-5400000,-3.828429635,4.2316,000300.SH,沪深300,12.6549,1.3137,上海证券交易所
159848.SZ,行,证券ETF基金,0.852,-0.006,-0.007,0.0001,787584,0.0073,0.0167,-0.0868,127311239,109334892.1,1005758.788,国联安基金,5000000,4.087931772,0.8519,399975.SZ,证券公司,22.1085,1.3646,深圳证券交易所
159575.SZ,宽,创业板200ETF银华,1.177,-0.003,-0.0025,-0.001,783222,0.0431,0.012,0.0434,15410425,18208958.18,192630.3125,银华基金,-6000000,-28.02373143,1.1782,399019.SZ,创业200,104.0676,3.1353,深圳证券交易所
159787.SZ,主,建材ETF易方达,0.624,0.003,0.0048,-0.0005,779847,0.0151,0.0097,-0.0204,83021633,51481714.62,-348690.8586,易方达基金,,,0.6243,931009.CSI,建筑材料,32.7651,0.9037,深圳证券交易所
562600.SH,行,医疗器械ETF,0.843,-0.007,-0.0082,-0.0007,777649,0.0144,0.0084,-0.0047,63937400,54378758.7,-83118.62,华夏基金,,,0.8436,h30217.CSI,医疗器械,37.4187,2.9486,上海证券交易所
510020.SH,宽,超大盘ETF,3.18,0.002,0.0006,0.0005,769643,0.0054,0.0019,0.0115,44848000,142405854.4,-300481.6,博时基金,2200000,5.158506847,3.1784,000043.SH,超大盘,9.9361,1.159,上海证券交易所
159824.SZ,主,新能车ETF,0.81,-0.004,-0.0049,-0.0014,766853,0.0048,-0.0049,0.0202,196135070,159575493,313816.112,博时基金,-44000000,-18.32302129,0.8111,399976.SZ,CS新能车,30.8797,2.951,深圳证券交易所
159862.SZ,主,食品ETF,0.686,0.001,0.0015,-0.0003,766440,0.0191,-0.0115,-0.0214,58500623,40113877.19,-146251.5575,银华基金,-12000000,-17.02112618,0.6862,000815.CSI,细分食品,21.0271,4.5939,深圳证券交易所
515920.SH,主,智能消费ETF,0.85,-0.002,-0.0023,-0.0014,763513,0.0042,0.0083,-0.0185,211405700,180498186.7,1593526.95,博时基金,-19500000,-8.445005905,0.8512,930648.CSI,CS智消费,26.6221,2.7924,上海证券交易所
512150.SH,宽,A50ETF,1.641,-0.002,-0.0012,-0.0007,758524,0.0062,0.0006,0,75073400,123375625.6,232727.54,汇安基金,-27000000,-26.45155349,1.6421,830009.XI,富时中国A50,9.8722,1.105,上海证券交易所
512250.SH,宽,中证A50ETF招商,1.053,-0.001,-0.0009,-0.0015,755730,0.0547,-0.0047,0,13100100,13824535.53,19650.15,招商基金,,,1.0546,930050.CSI,中证A50,17.7506,2.0012,上海证券交易所
562330.SH,风,中证500价值ETF,0.979,-0.002,-0.002,-0.0017,755041,0.0512,0.0041,-0.0181,15018900,14729035.23,-31539.69,银华基金,-4000000,-21.03171056,0.9807,h30352.CSI,中证500价值,13.2217,1.0918,上海证券交易所
159617.SZ,策,500价值ETF,1.149,-0.003,-0.0026,0.0007,748267,0.0214,0.0009,-0.0026,30418382,35063268.93,-127757.2044,华夏基金,-13000000,-29.94123549,1.1482,931587.CSI,500价值稳健,15.1375,1.2767,深圳证券交易所
561320.SH,主,交运ETF,0.966,0.003,0.0031,0.0013,747247,0.012,-0.0092,-0.0123,64369000,62032405.3,-96553.5,国泰基金,-20000000,-23.70538942,0.9647,000945.CSI,内地运输,15.2311,1.4002,上海证券交易所
159956.SZ,宽,创业板ETF建信,1.287,-0.008,-0.0062,-0.0004,746135,0.0062,0.0142,-0.041,92978674,120193531.9,116980.11,建信基金,-3000000,-3.12569436,1.2875,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
159912.SZ,宽,深300ETF,1.382,-0.001,-0.0007,0.0009,745945,0.0061,0.008,-0.024,88448991,122324954.6,663367.4325,汇添富基金,-10000000,-10.15754443,1.3807,399007.SZ,深证300,24.8622,2.1986,深圳证券交易所
159810.SZ,宽,创业板ETF浦银,0.821,-0.003,-0.0036,0,745733,0.0089,0.0123,-0.0442,102475458,84470520.03,148369.3052,浦银安盛基金,-14000000,-12.01969946,0.821,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
159767.SZ,主,电池龙头ETF,0.547,-0.002,-0.0036,0.0005,744233,0.0065,0,0.0243,207873672,114122645.9,166298.9376,兴银基金,-24000000,-10.35046359,0.5467,980032.CNI,新能电池,26.8081,3.2098,深圳证券交易所
159666.SZ,行,交通运输ETF,0.983,0.001,0.001,-0.0007,738289,0.0114,-0.0081,-0.0101,65832905,64707162.32,-171165.553,华夏基金,-5000000,-7.058866215,0.9837,h30171.CSI,中证全指运输指数,15.6212,1.333,深圳证券交易所
560650.SH,主,核心50ETF,0.834,0.002,0.0024,-0.0006,726215,0.0701,0.006,0.0322,12419200,10341467.84,9935.36,民生加银基金,-1500000,-10.77648141,0.8345,931526.CSI,企业核心竞争力50,17.1136,2.0112,上海证券交易所
562580.SH,行,可选消费ETF,1.162,-0.004,-0.0034,-0.0027,685616,0.0205,-0.0194,0,28723300,33634984.3,66063.59,华夏基金,,,1.1652,000989.SH,全指可选,21.0809,2.3441,上海证券交易所
561500.SH,主,漂亮50ETF,0.656,0,0,0.0005,679993,0.0125,0.0061,0.0298,83100300,54389146.35,-914069.76,华泰柏瑞基金,-25500000,-23.48059812,0.6557,931526.CSI,企业核心竞争力50,17.1136,2.0112,上海证券交易所
516660.SH,主,新能源车ETF基金,0.747,-0.003,-0.004,-0.0003,669080,0.0022,-0.004,0.0163,407689000,305644443.3,570764.6,华安基金,-69000000,-14.47484628,0.7472,399976.SZ,CS新能车,30.8797,2.951,上海证券交易所
560060.SH,主,碳中和ETF,0.732,0.001,0.0014,-0.0005,667226,0.0031,-0.0027,-0.0148,296090000,216471399,-384917,汇添富基金,-46000000,-13.44675378,0.7324,931755.CSI,SEEE碳中和,22.2658,1.8348,上海证券交易所
517080.SH,宽,沪港深500ETF基金,0.866,0,0,-0.0039,664306,0.0017,0.0081,0.0731,445166000,387561519.6,2092280.2,汇添富基金,-96000000,-17.73947366,0.8694,h30455.CSI,沪港深500,7.2754,0.7443,上海证券交易所
510030.SH,风,价值ETF,1.033,0.002,0.0019,0.0009,661067,0.004,0.0127,0.0228,160729800,165551694,-160729.8,华宝基金,-53000000,-24.79766509,1.0321,000029.SH,180价值,8.2642,0.8478,上海证券交易所
159563.SZ,宽,创业板综ETF华夏,1.304,-0.004,-0.0031,0.0014,655214,0.0151,0.0148,0.0474,33360773,43562497.38,507083.7496,华夏基金,-26000000,-43.79996871,1.3022,399102.SZ,创业板综,63.4191,3.3833,深圳证券交易所
512990.SH,宽,MSCIA股ETF,1.598,-0.002,-0.0013,-0.001,652626,0.0027,0.005,-0.0105,151015400,241549132.3,755077,华夏基金,-10000000,-6.210586068,1.5996,716567.CSI,MSCI中国A股国际通实时(人民币),,,上海证券交易所
515550.SH,宽,国联中证500ETF,1.273,0.003,0.0024,-0.002,650429,0.01,0.0135,0.0095,51345700,65511978.63,379958.18,国联基金,-8000000,-13.4803364,1.2755,000905.SH,中证500,29.8503,1.8045,上海证券交易所
159723.SZ,主,科技龙头ETF,0.87,-0.004,-0.0046,-0.0031,643171,0.0091,0.0116,0.114,81025575,71091839.51,-733585.4275,汇添富基金,-34000000,-29.55864381,0.8727,931524.CSI,SHS科技龙头,26.6782,3.6663,深圳证券交易所
511670.SH,货,华泰天天金ETF,100.01,0.01,0.0001,0,640475,0.0407,0,0.0001,157400,15740000,,华泰证券资管,94009.231,148.3011367,0,,,,,上海证券交易所
159777.SZ,主,创科技ETF,0.668,-0.004,-0.006,0.0026,634451,0.0069,0.0198,-0.0416,137280565,92279995.79,765917.876,国联安基金,-66000000,-32.46744223,0.6663,399276.SZ,创科技,27.3886,4.1797,深圳证券交易所
561060.SH,策,国企红利ETF,1.076,0.002,0.0019,-0.0009,629926,0.0128,0.0065,-0.0073,45565000,48982375,-291616,华安基金,-11500000,-20.15245772,1.077,000824.CSI,中证国企红利,7.5537,0.7659,上海证券交易所
159370.SZ,宽,创50ETF工银,0.986,-0.008,-0.008,-0.0016,610099,0.0026,0.0113,0,237316009,236010771,3369887.328,工银瑞信基金,,,0.9876,399673.SZ,创业板50,31.0115,4.0677,深圳证券交易所
588310.SH,宽,双创ETF基金,0.593,-0.001,-0.0017,-0.001,609948,0.0093,0.0119,-0.0557,111037500,66067312.5,832781.25,方正富邦基金,-42000000,-27.44425386,0.5936,931643.CSI,科创创业50,37.7891,4.2874,上海证券交易所
159379.SZ,宽,A500ETF融通,1.018,0.001,0.001,-0.0005,607163,0.0012,0.0049,0,515821471,525364168.2,1960121.59,融通基金,,,1.0185,000510.SH,中证A500,14.6569,1.471,深圳证券交易所
517030.SH,宽,沪港深300ETF易方达,0.961,0,0,-0.0052,605234,0.0091,0.0063,0.0333,69040300,66761970.1,317585.38,易方达基金,,,0.966,931395.CSI,沪港深300,11.9585,1.2461,上海证券交易所
159367.SZ,宽,创业板50ETF华夏,0.951,-0.004,-0.0042,0.0019,596662,0.0149,0.0128,0,42079029,40219135.92,559651.0857,华夏基金,,,0.9492,399673.SZ,创业板50,31.0115,4.0677,深圳证券交易所
561960.SH,策,央企回报ETF,1.074,0.004,0.0037,-0.0005,585691,0.0068,-0.0009,-0.0314,79785200,85457927.72,-398926,招商基金,-22000000,-21.6141443,1.0745,932039.CSI,央企股东回报,11.836,1.1591,上海证券交易所
159800.SZ,宽,中证800ETF,1.144,0.001,0.0009,-0.001,585219,0.012,0.007,-0.0087,42736802,48925090.93,153852.4872,鹏华基金,-32000000,-42.81692438,1.1451,000906.SH,中证800,14.2052,1.385,深圳证券交易所
159542.SZ,主,工程机械ETF,1.127,0.004,0.0036,-0.0014,579803,0.0781,-0.0123,0.0622,6592850,7393881.275,15822.84,大成基金,-1500000,-18.53487955,1.1286,931752.CSI,工程机械主题,21.9361,1.7962,深圳证券交易所
159706.SZ,宽,深证100ETF华安,0.68,-0.002,-0.0029,0.0016,561052,0.011,0.0029,-0.0542,75386800,51308256.08,233699.08,华安基金,-10000000,-11.71141207,0.6789,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
561920.SH,主,疫苗龙头ETF,0.683,-0.008,-0.0116,0.0007,554022,0.0283,0.0209,0.0672,28692000,19788872.4,22953.6,招商基金,-4000000,-12.23540927,0.6825,931992.CSI,疫苗生物,216.6661,3.421,上海证券交易所
