代码,类型,名称,现价,涨跌,涨跌幅,溢折率,成交额,换手率,5日涨跌幅,年初至今,基金份额,估算规模,规模变化,管理公司,年初至今份额变动,年初至今份额变动率,IOPV,跟踪指数代码,跟踪指数名称,市盈率,市净率,上市地
159788.SZ,跨,港股通100ETF,1.269,0.001,0.0008,-0.004,7107073,0.0558,0.012,0.1717,100424965,128192467.8,1395907.013,易方达基金,28000000,38.66070215,1.2741,930957.CSI,港股通中国100,9.7992,1.0226,深圳证券交易所
159662.SZ,行,交运ETF,1.013,0.001,0.001,-0.0004,7043122,0.1044,-0.0098,-0.0222,66613946,67433297.54,-606820.919,南方基金,4500000,7.244749834,1.0134,399433.SZ,国证交运,15.2815,1.3306,深圳证券交易所
561600.SH,主,消费电子ETF,0.787,-0.002,-0.0025,-0.0014,7024684,0.0389,0.0194,-0.0564,229274000,181195242.2,1201023.8,平安基金,48000000,26.4792524,0.7881,931494.CSI,消费电子,40.982,3.1335,上海证券交易所
562900.SH,主,农业ETF易方达,0.749,0.001,0.0013,-0.0021,6948872,0.0988,0.0218,0.0403,93706300,70092312.4,-2778464.42,易方达基金,6000000,6.841013701,0.7506,930662.CSI,CS现代农,17.7814,2.455,上海证券交易所
159331.SZ,跨,红利港股ETF,1.208,0.003,0.0025,-0.0019,6937861,0.0946,0.0008,0.092,60694179,73421748.34,-66763.5969,国泰基金,-80000000,-56.86091675,1.2103,930914.CSI,港股通高股息(HKD),6.6648,0.6344,深圳证券交易所
159726.SZ,跨,恒生红利ETF,1.194,0.006,0.0051,-0.002,6915905,0.0141,0.0076,0.1201,411411380,489250413.1,329129.104,华夏基金,-108500000,-20.86894116,1.1964,HSMCHYI.HI,恒生中国内地企业高股息率,6.6237,0.6571,深圳证券交易所
560980.SH,主,光伏ETF龙头,0.437,-0.001,-0.0023,-0.0005,6841423,0.0462,0.0023,-0.1172,339022000,148356027.2,1322185.8,广发基金,43500000,14.7197163,0.4372,931798.CSI,光伏龙头30,16.8139,1.7549,上海证券交易所
159669.SZ,主,绿电ETF,1.042,0.002,0.0019,-0.0013,6720648,0.0594,-0.0104,-0.0188,108754781,113170225.1,2920865.916,国泰基金,63000000,137.690529,1.0434,399438.SZ,绿色电力,19.0293,1.8489,深圳证券交易所
511770.SH,货,金鹰增益货币ETF,100.003,0.004,0,0,6662626,0.5312,0.0001,0.0001,125400,12540000,-160000,金鹰基金,-1451122.617,-92.04578491,0,,,,,上海证券交易所
159380.SZ,宽,A500ETF东财,1.032,0,0,-0.0011,6626125,0.0129,0.0039,0,496804337,513198880.1,-7374943.519,西藏东财基金,,,1.0331,000510.SH,中证A500,14.6569,1.471,深圳证券交易所
588150.SH,宽,科创50ETF南方,0.699,-0.003,-0.0043,0.0049,6604675,0.0246,0.0087,0.0072,383932600,268292100.9,498687.76,南方基金,-79000000,-17.0651192,0.6956,000688.SH,科创50,97.7553,4.5058,上海证券交易所
512960.SH,主,央企结构调整ETF,1.265,0.005,0.004,-0.0003,6586224,0.0013,0.0064,-0.0524,4023257300,5072522804,17300006.39,博时基金,-29000000,-0.715650509,1.2654,000860.CSI,结构调整,13.4176,1.3637,上海证券交易所
561880.SH,宽,A100ETF基金,1.022,0,0,-0.0001,6479104,0.0175,0,0,362389000,370325319.1,833494.7,华富基金,,,1.0221,000903.SH,中证A100,15.0367,1.5605,上海证券交易所
588500.SH,宽,科创100增强ETF易方达,1.372,0.002,0.0015,-0.0011,6471216,0.0479,0.0246,0.0803,98647000,135314089.9,-943713.6,易方达基金,-101000000,-50.5892901,1.3735,000698.SH,科创100,285.854,4.4102,上海证券交易所
159546.SZ,行,集成电路ETF,1.308,0.005,0.0038,0.001,6454673,0.0461,0.0203,0.0203,107309274,140027871.6,2951005.035,国泰基金,-10000000,-8.524475226,1.3067,932087.CSI,集成电路,144.5817,5.181,深圳证券交易所
563650.SH,宽,中证A500龙头ETF,0.992,0,0,-0.0001,6442183,0.021,0.0051,0,308909000,306561291.6,-1885518.5,兴业基金,,,0.9921,000510.SH,中证A500,14.6569,1.471,上海证券交易所
159586.SZ,行,计算机ETF南方,1.208,-0.009,-0.0074,-0.0012,6421809,0.0197,0.0151,0.0477,270025923,328432530.1,5914038.805,南方基金,193500000,252.8554932,1.2094,h30182.CSI,计算机,,4.222,深圳证券交易所
159307.SZ,策,红利低波100ETF,1.053,0.003,0.0029,0.0008,6400785,0.0065,0.0048,-0.0007,935903552,982511548.9,-4092169.536,博时基金,400000000,74.64029647,1.0522,930955.CSI,红利低波100,8.2526,0.845,深圳证券交易所
563770.SH,策,全指现金流ETF,1.011,0.001,0.001,-0.0016,6348503,0.1385,-0.0079,0,45307000,45778192.8,-1660701.7,招商基金,,,1.0126,932365.CSI,中证现金流,11.1343,1.7093,上海证券交易所
159658.SZ,主,数字经济ETF,1.181,-0.004,-0.0034,-0.0005,6348113,0.0318,0.0077,-0.0296,168894877,200039092.3,2803654.958,华安基金,-24000000,-12.44201006,1.1816,931582.CSI,数字经济,66.7932,5.3727,深圳证券交易所
159150.SZ,宽,深证50ETF易方达,1.148,-0.002,-0.0017,-0.0009,6319900,0.0323,0.0009,-0.0329,169997623,195684263.8,1019985.738,易方达基金,-7000000,-3.954855371,1.149,399850.SZ,深证50,23.535,2.9856,深圳证券交易所
159697.SZ,主,油气ETF,0.982,0.007,0.0072,-0.0017,6309478,0.0869,0.0072,-0.0718,74022006,72275086.66,-96228.6078,鹏华基金,18000000,32.13023111,0.9837,399439.SZ,国证油气,10.7286,1.1512,深圳证券交易所
563780.SH,策,现金流全指ETF,1.017,-0.001,-0.001,-0.0006,6290627,0.0512,-0.0078,0,121027100,122927225.5,-363081.3,方正富邦基金,,,1.0176,932365.CSI,中证现金流,11.1343,1.7093,上海证券交易所
513800.SH,跨,日本东证指数ETF,1.473,-0.003,-0.002,-0.0016,6264536,0.008,-0.0061,0.0775,530644400,786415000.8,-2016448.72,南方基金,-31200000,-5.553138912,1.4753,TPX.GI,东证指数,15.6331,1.4114,上海证券交易所
512240.SH,宽,A50ETF龙头,0.996,0.001,0.001,-0.0001,6244350,0.1178,-0.002,0,53186000,53015804.8,74460.4,鹏华基金,,,0.9961,930050.CSI,中证A50,17.7506,2.0012,上海证券交易所
159315.SZ,主,黄金股ETF基金,1.188,0.018,0.0154,-0.0024,6199347,0.1357,0.0348,0.3485,38589621,45346663.64,-1341979.685,工银瑞信基金,-14000000,-26.62122247,1.1908,931238.CSI,SSH黄金股票,19.1597,2.4424,深圳证券交易所
159309.SZ,主,油气资源ETF,0.952,0.004,0.0042,-0.0008,6181523,0.1024,0.0053,-0.0432,63371736,59962336.6,2760116.743,汇添富基金,-1000000,-1.553476824,0.9528,931248.CSI,油气资源,10.8491,1.1398,深圳证券交易所
512550.SH,宽,A50ETF基金,1.535,-0.001,-0.0007,-0.0003,6175767,0.0182,0.002,0.0039,220906000,339488340.8,706899.2,嘉实基金,-68000000,-23.53706742,1.5354,830009.XI,富时中国A50,9.8722,1.105,上海证券交易所
515260.SH,主,电子ETF,0.857,-0.002,-0.0023,-0.0007,6171773,0.0138,0.0166,-0.0551,523284200,449082500.4,2742289.3,华宝基金,-58000000,-9.977907536,0.8576,931461.CSI,电子50,42.6841,3.6127,上海证券交易所
516590.SH,主,智能汽车ETF易方达,0.946,-0.006,-0.0063,-0.0012,6057910,0.068,-0.0073,0.0205,94015000,89605696.5,629900.5,易方达基金,-4000000,-4.081008009,0.9471,h11052.CSI,智能电车,29.378,3.0736,上海证券交易所
159588.SZ,主,石油天然气ETF,0.923,0.007,0.0076,-0.001,6034463,0.1002,0.0087,-0.0724,65284857,59846628.41,-78341.8284,景顺长城基金,-7000000,-9.683909315,0.9239,399439.SZ,国证油气,10.7286,1.1512,深圳证券交易所
562950.SH,主,消费电子ETF易方达,0.798,-0.005,-0.0062,-0.0019,5974933,0.0207,0.0179,-0.0443,360258300,288927156.6,4495907.7,易方达基金,136000000,60.64435519,0.7995,931494.CSI,消费电子,40.982,3.1335,上海证券交易所
512600.SH,行,必选消费ETF,0.697,0,0,0.0006,5940366,0.0121,0.0014,0.0029,702856100,489398702.4,-3514280.5,嘉实基金,-9100000,-1.278168696,0.6966,000932.SH,800消费,20.7575,4.2731,上海证券交易所
159392.SZ,主,航空ETF,1,-0.004,-0.004,0.0007,5929128,0.049,0.003,0,120285500,121019241.6,-9917685.95,富国基金,,,0.9993,980076.CNI,通用航空,90.7458,3.1975,深圳证券交易所
516830.SH,主,300ESGETF,0.842,0,0,0.0007,5853616,0.0284,0.0036,-0.0024,244676900,205920079,489353.8,富国基金,42500000,21.02119481,0.8414,931463.CSI,300 ESG,11.9882,1.246,上海证券交易所
560180.SH,主,沪深300ESGETF南方,0.998,0,0,-0.0001,5820851,0.2523,0.002,-0.0129,23103000,23061414.6,48516.3,南方基金,-22500000,-49.33885929,0.9981,931463.CSI,300 ESG,11.9882,1.246,上海证券交易所
159525.SZ,策,红利低波ETF,1.09,0.001,0.0009,-0.0016,5801664,0.0239,0.0102,0.0381,222243741,241956760.8,-4016198.676,富国基金,-96000000,-30.16555791,1.0917,h30269.CSI,红利低波,7.7629,0.8118,深圳证券交易所
562560.SH,行,信息技术ETF,1.3,0,0,0.0039,5737333,0.1275,0.022,-0.0076,34765500,45156907.95,-882144.3,华夏基金,,,1.295,000993.SH,全指信息,57.1309,3.7674,上海证券交易所
512330.SH,行,信息科技ETF,1.009,-0.01,-0.0098,0.0005,5705862,0.0102,0.0264,0.051,556188000,562306068,18711828,南方基金,-15000000,-2.62610559,1.0085,000858.SH,中证500信息,108.2527,3.4563,上海证券交易所
530880.SH,策,红利ETF国企,1,0.001,0.001,-0.0017,5675560,0.0506,0.003,-0.0353,111836000,111858367.2,-1936738.8,银河基金,-60500000,-35.10583975,1.0017,000151.SH,上证国企红利,7.4779,0.7532,上海证券交易所
159880.SZ,主,有色ETF基金,1.09,0.013,0.0121,0.0002,5598532,0.061,0.0254,0.0911,84051518,90599131.25,-487498.8044,鹏华基金,-26500000,-23.97072467,1.0898,399395.SZ,国证有色,19.2824,2.0905,深圳证券交易所
588260.SH,主,科创信息ETF,1.31,-0.003,-0.0023,0.0028,5551658,0.0422,0.0171,0.0195,100746000,132098155.2,2347381.8,华安基金,-27000000,-21.13569114,1.3063,000682.SH,科创信息,129.5311,5.502,上海证券交易所
511860.SH,货,保证金货币ETF,100.006,0,0,0,5523601,0.1594,0,0,346400,34640000,,博时基金,-9264.35,-2.604801409,0,,,,,上海证券交易所
159213.SZ,主,机器人ETF基金,1.016,-0.005,-0.0049,-0.0003,5450677,0.0877,-0.0088,0,61237566,62615411.24,863449.6806,汇添富基金,,,1.0163,h30590.CSI,机器人,65.3296,3.8832,深圳证券交易所
159587.SZ,主,粮食50ETF,1.15,0.006,0.0052,-0.0002,5355035,0.1098,0.0105,-0.0043,42447031,48652786.93,-254682.186,广发基金,22000000,107.5950831,1.1502,399365.SZ,国证粮食,23.0039,1.9994,深圳证券交易所
588770.SH,主,科创信息技术ETF摩根,0.951,-0.002,-0.0021,0.0009,5346993,0.0162,0.0149,0,347597100,331399075.1,5978670.12,摩根基金,,,0.9501,000682.SH,科创信息,129.5311,5.502,上海证券交易所
589520.SH,主,科创人工智能ETF华宝,0.879,0.001,0.0011,0.0008,5306063,0.0224,0.0162,0,270052300,237078914.2,-478099.4,华宝基金,,,0.8783,950180.CSI,科创AI,144.9151,8.477,上海证券交易所
512530.SH,策,沪深300红利ETF,1.508,0.004,0.0027,-0.0015,5293211,0.0263,0.0073,-0.0007,133502000,201080712.4,-961214.4,建信基金,-5000000,-3.610056172,1.5103,000821.CSI,沪深300红利,8.3216,0.8519,上海证券交易所
159576.SZ,宽,深证100ETF广发,1.129,-0.002,-0.0018,-0.0001,5257169,0.0739,0.0027,-0.0334,63009612,71320579.82,340251.9048,广发基金,-9000000,-12.49833147,1.1291,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
516560.SH,主,养老ETF,0.851,-0.002,-0.0023,0.0011,5242887,0.0507,0.0143,0.0598,122258000,104359428.8,-2813096.2,华宝基金,-13500000,-9.944165353,0.8501,399812.SZ,养老产业,14.1399,2.0358,上海证券交易所
159637.SZ,主,新能源车龙头ETF,0.6,-0.002,-0.0033,0.0013,5240243,0.0066,-0.005,0.0169,1326768094,798183685.4,991721.7128,西藏东财基金,-261000000,-16.43816884,0.5992,399976.SZ,CS新能车,30.8797,2.951,深圳证券交易所
159982.SZ,宽,中证500ETF鹏华,1.479,0,0,-0.0005,5233685,0.0177,0.0082,0.0186,200211253,296372717.8,1721816.776,鹏华基金,-34000000,-14.51680889,1.4798,000905.SH,中证500,29.8503,1.8045,深圳证券交易所
562820.SH,行,集成电路ETF,1.614,0.002,0.0012,0.0003,5198608,0.0846,0.0215,0.0209,38136000,61452350.4,1292810.4,嘉实基金,-4000000,-9.493070059,1.6135,932087.CSI,集成电路,144.5817,5.181,上海证券交易所
561590.SH,宽,中证1000增强ETF,1.063,-0.004,-0.0037,-0.0005,5193948,0.1439,0.0221,0.0716,33999600,36246973.56,278796.72,华泰柏瑞基金,-22500000,-39.82329078,1.0635,000852.SH,中证1000,40.9,2.0938,上海证券交易所
563700.SH,策,红利价值ETF,1.03,0.001,0.001,0.0004,5166018,0.0759,0.0078,0,66150000,67982355,-3622470,易方达基金,,,1.0296,h30270.CSI,红利价值,7.0357,0.7428,上海证券交易所
562590.SH,主,半导体材料ETF,1.068,0.002,0.0019,-0.0005,5131438,0.0158,0.0066,0.0133,304663000,325258218.8,962096.3,华夏基金,-66000000,-17.80593153,1.0685,931743.CSI,半导体材料设备,63.9893,4.1384,上海证券交易所
516620.SH,主,影视ETF,0.976,-0.009,-0.0091,0,5104086,0.1021,0.0177,0.0632,51267500,50406206,497294.75,国泰基金,-18000000,-25.98621287,0.976,930781.CSI,中证影视,,2.1174,上海证券交易所
520890.SH,跨,港股通红利低波ETF,1.304,-0.001,-0.0008,-0.0044,5090860,0.0876,0.0116,0.0976,44508000,58114095.6,66762,华泰柏瑞基金,-78500000,-63.81698751,1.3097,HSHYLV.HI,恒生港股通高股息低波动,6.5313,0.5823,上海证券交易所
513210.SH,跨,恒生ETF易方达,1.479,0.003,0.002,-0.0002,5087268,0.1015,0.013,0.1738,33942000,50349562.8,522706.8,易方达基金,-41000000,-54.70897494,1.4793,HSI.HI,恒生指数,10.4385,1.1067,上海证券交易所
159835.SZ,主,创新药50ETF,0.618,-0.003,-0.0048,-0.0006,5038030,0.0456,0.0131,0.1381,179504143,111687477.8,-4679285.216,建信基金,-50000000,-21.78609909,0.6184,931152.CSI,CS创新药,50.9495,3.6089,深圳证券交易所
562880.SH,主,电池ETF基金,0.48,-0.002,-0.0041,0.0006,5020574,0.0156,0,-0.0533,671899600,323519657.4,1028588.96,嘉实基金,21000000,3.226304026,0.4797,931719.CSI,CS电池,25.1843,2.7959,上海证券交易所
159812.SZ,商,黄金基金ETF,7.449,-0.01,-0.0013,-0.0001,5016103,0.0052,0.0245,0.2606,129913149,969931570.4,-2273927.782,前海开源基金,62700000,93.28531832,7.4496,Au9999.SGE,SGE黄金9999,,,深圳证券交易所
515150.SH,主,一带一路ETF,1.263,0.005,0.004,-0.0006,5013408,0.0072,0.004,-0.0194,553703200,697056958.5,332221.92,富国基金,-23000000,-3.988186644,1.2637,000859.CSI,国企一带一路,10.5306,1.1171,上海证券交易所
510410.SH,主,资源ETF,1.224,0.007,0.0058,-0.0009,5009728,0.0147,0.0124,0.0091,277258400,336758052.6,-1469469.52,博时基金,-73000000,-20.84175569,1.2251,000068.SH,上证资源,11.3569,1.3414,上海证券交易所
512910.SH,宽,中证A100ETF,1.024,0,0,-0.0011,5004047,0.0168,0.002,0,290128800,297353007.1,667296.24,广发基金,-45000000,-13.42767318,1.0251,000903.SH,中证A100,15.0367,1.5605,上海证券交易所
159230.SZ,主,通用航空ETF基金,1.018,-0.005,-0.0049,-0.0028,4933542,0.1164,0,0,41304228,42452485.54,-12280295.77,华夏基金,,,1.0209,980076.CNI,通用航空,90.7458,3.1975,深圳证券交易所
517050.SH,主,互联网ETF华泰柏瑞,0.8,-0.002,-0.0025,0.0036,4922980,0.0112,0.0127,0.1299,549605000,441827459.5,8683759,华泰柏瑞基金,-122000000,-18.16543951,0.7971,930625.CSI,SHS互联网,27.3067,3.6971,上海证券交易所
511810.SH,货,理财金货币ETF,100.009,0.003,0,0,4915090,0.009,0.0001,0,5451000,545100000,160000,南方基金,-1096728.63,-16.74975693,0,,,,,上海证券交易所
560360.SH,主,软件指数ETF,1.372,-0.005,-0.0036,-0.0001,4912023,0.0321,0.0133,0.0269,111345000,153567024,1743991,万家基金,48000000,75.77551504,1.3721,930601.CSI,中证软件,262.1282,4.74,上海证券交易所
516200.SH,行,证券ETF指数基金,1.022,-0.006,-0.0058,0.0006,4896836,0.0128,0.02,-0.0867,373604000,384737399.2,3586598.4,华安基金,-5000000,-1.320641092,1.0214,399975.SZ,证券公司,22.1085,1.3646,上海证券交易所
159975.SZ,宽,深100ETF招商,0.554,0,0,0.0009,4884217,0.1016,0.0054,-0.0348,86937760,48224375.47,226038.176,招商基金,-27500000,-24.03052978,0.5535,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
159954.SZ,跨,H股ETF,0.994,0.002,0.002,-0.0021,4854350,0.0116,0.0133,0.1847,421605083,420508909.8,5101421.504,南方基金,-107500000,-20.31732513,0.9961,HSCEI.HI,恒生中国企业指数,9.5962,1.015,深圳证券交易所
530580.SH,宽,上证180ETF南方,0.986,0,0,-0.0001,4809501,0.018,0.0031,0,271149000,267135994.8,-1506046.7,南方基金,,,0.9861,000010.SH,上证180,11.1484,1.1624,上海证券交易所
515130.SH,宽,沪深300ETF博时,1.235,0,0,0.0001,4795104,0.0214,0.0057,-0.0032,181463200,224088905.7,526243.28,博时基金,21000000,13.08711281,1.2349,000300.SH,沪深300,12.6549,1.3137,上海证券交易所
516800.SH,主,智能制造ETF,1.109,0.001,0.0009,0.0014,4790407,0.0294,0.0128,0.0064,147154000,162943624.2,2854787.6,华宝基金,-22000000,-13.00589995,1.1075,930850.CSI,智能制造,45.4059,3.5971,上海证券交易所
159312.SZ,跨,恒生ETF港股通,1.169,0.001,0.0009,-0.004,4781941,0.0755,0.013,0.1702,54224353,63756994.26,-507585.3287,广发基金,-32000000,-37.11248491,1.1737,HSISC.HI,恒指港股通,10.2676,1.0877,深圳证券交易所
159864.SZ,主,光伏50ETF,0.418,0,0,0.0005,4766356,0.0135,0,-0.1417,843526827,352678566.4,2187406.337,国泰基金,41000000,5.108863482,0.4178,931151.CSI,光伏产业,,1.6922,深圳证券交易所
159873.SZ,主,医疗设备ETF,0.57,-0.004,-0.007,-0.0023,4696163,0.0572,0.0053,-0.0052,143920000,82768392,-244664,天弘基金,-3000000,-2.04192758,0.5713,h30178.CSI,医疗保健,38.5505,3.0924,深圳证券交易所
159619.SZ,主,基建ETF,0.937,0.007,0.0075,-0.0012,4681713,0.0442,0.0043,-0.037,112981007,105174019.4,-67788.6042,国泰基金,-48000000,-29.8171821,0.9381,930608.CSI,中证基建,8.4105,0.7392,深圳证券交易所
159390.SZ,宽,A50指数ETF,1.057,0,0,0.0006,4681233,0.0163,-0.0019,0,271268771,286703964.1,3599930.034,国联基金,,,1.0564,930050.CSI,中证A50,17.7506,2.0012,深圳证券交易所
515680.SH,主,央企创新ETF基金,1.443,0.008,0.0056,0,4661724,0.0026,0.0098,-0.0456,1264264700,1814346271,5815617.62,嘉实基金,-64000000,-4.818316711,1.443,000861.CSI,央企创新,13.6815,1.3585,上海证券交易所
